name,category,county,country,lat,lng,Wikipedia Extract,editorial_review,why_interesting,cost,good_for,experience_collections,heritage_collections,image_url,official_website,original_name,original_county,camra_merge_status,osm_status_check,Good For,Experience Collections,Entry Cost,Notes
The Crown & Shamrock Inn,Historic Pub,Newtownabbey,United Kingdom,54.683827,-5.990601,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Newtownabbey.",Review,Traditional County Antrim pub with a loyal local following.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/1/16/The_%22Crown_and_Shamrock%22%2C_Ballyvesey%2C_Newtownabbey_-_geograph.org.uk_-_3009354.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Crown & Shamrock Inn,Northern Ireland,merged,open,"history lovers, couples, day trip",,Free,
O'Kane's,Historic Pub,Randalstown,United Kingdom,54.749926,-6.319234,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Randalstown.",Review,Historic family-run pub in the heart of Randalstown.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,O'Kane's,Northern Ireland,merged,,"history lovers, couples, day trip",,Free,
The Carmichael's,Historic Pub,Ballyeaston,United Kingdom,54.771875,-5.998049,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Ballyeaston.",Review,Traditional village pub in Ballyeaston.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,,,The Carmichael's,Northern Ireland,merged,open,"history lovers, couples, day trip",,Free,
The Victoria,Historic Pub,Durham,United Kingdom,54.772242,-1.570628,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Durham.",Review,Classic Durham city pub with Victorian origins.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/0/02/The_Victoria_Inn_-_Durham_-_geograph.org.uk_-_7201523.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Victoria Inn,County Durham,merged,open,"history lovers, couples, day trip",,Free,
The Colpitts Hotel,Historic Pub,Durham,United Kingdom,54.776086,-1.58545,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Durham.",Review,Historic Durham pub close to the cathedral and university.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/f/fe/The_Colpitts_Hotel%2C_a_Sam_Smith%27s_pub_in_Durham_-_geograph.org.uk_-_2416310.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Colpitts Hotel,County Durham,merged,open,"history lovers, couples, day trip",,Free,
The Corner Bar,Historic Pub,Castledawson,United Kingdom,54.778311,-6.558293,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Castledawson.",Review,Traditional village pub in Castledawson.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,,,The Garvin's Hotel Bar,Northern Ireland,merged,open,"history lovers, couples, day trip",,Free,
The Gillistown House,Historic Pub,Ahoghill,United Kingdom,54.808976,-6.395409,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Ahoghill.",Review,Historic country house pub in rural County Antrim.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Largy_Road%2C_Gillistown_-_geograph.org.uk_-_2694020.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Gillistown House,Northern Ireland,merged,,"history lovers, couples, day trip",,Free,
The Farmers Home,Historic Pub,Strabane,United Kingdom,54.82822,-7.465673,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Strabane.",Review,Traditional Strabane pub with a welcoming local atmosphere.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/5/59/Home_Sweet_Home%2C_Strabane_-_geograph.org.uk_-_8217326.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Farmers Home,Northern Ireland,merged,open,"history lovers, couples, day trip",,Free,
The Cumberland Inn,Historic Pub,Carlisle,United Kingdom,54.890976,-2.931426,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Carlisle.",Review,"One of Carlisle's oldest surviving pubs, dating from the 18th century.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/8/88/Cumberland_Inn%2C_Carlisle.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Cumberland Inn,Cumbria,merged,open,"history lovers, couples, day trip",,Free,
Matties Meeting House,Historic Pub,Cairncastle,United Kingdom,54.895611,-5.881559,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Cairncastle.",Review,Traditional pub beneath the Antrim Coast hills.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Cairncastle%2C_Meeting_House_-_geograph.org.uk_-_5842768.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Matties Meeting House,Northern Ireland,merged,open,"history lovers, couples, day trip",,Free,
The Three Tuns,Historic Pub,Birtley,United Kingdom,54.902166,-1.57792,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Birtley.",Review,Historic coaching inn in Birtley with centuries of history.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/a/a6/The_Three_Tuns%2C_a_Sam_Smith%27s_pub_in_Birtley_-_geograph.org.uk_-_2375759.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Three Tuns,Tyne & Wear,merged,open,"history lovers, couples, day trip",,Free,
The Dun Cow,Historic Pub,Sunderland,United Kingdom,54.906722,-1.387912,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Sunderland.",Review,"One of Sunderland's oldest pubs, dating from the 17th century.",Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/c/c3/The_Fire_station_plaque_Dun_Cow_Street_Sunderland_SR1_3HA_%28askew%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Dun Cow,Tyne & Wear,merged,open,"history lovers, couples, day trip",,Free,
Mountain Daisy,Historic Pub,Sunderland,United Kingdom,54.906758,-1.402369,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Sunderland.",Review,Traditional Sunderland pub with Victorian origins.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/6/69/The_Mountain_Daisy_-_geograph.org.uk_-_5443840.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Mountain Daisy,Tyne & Wear,merged,open,"history lovers, couples, day trip",,Free,
Redfern Inn,Historic Pub,Carlisle,United Kingdom,54.907383,-2.952642,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Carlisle.",Review,Historic Carlisle pub serving the city since the 19th century.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/c/c0/%22The_Redfern%22%2C_Etterby_-_September_2016_%282%29_-_geograph.org.uk_-_5126776.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Redfern Inn,Cumbria,merged,open,"history lovers, couples, day trip",,Free,
The Jolly Sailor,Historic Pub,Whitburn,United Kingdom,54.949396,-1.3645,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Whitburn.",Review,Historic coastal pub overlooking Whitburn's dramatic cliffs.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,,,Jolly Sailor,Tyne & Wear,merged,open,"history lovers, couples, day trip",,Free,
Wheat Sheaf,Historic Pub,Gateshead,United Kingdom,54.95311,-1.568207,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Gateshead.",Review,Traditional Gateshead pub with a classic neighbourhood feel.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/7/7a/The_Wheat_Sheaf%2C_Felling_-_geograph.org.uk_-_6237959.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Wheat Sheaf,Tyne & Wear,merged,,"history lovers, couples, day trip",,Free,
The Central,Historic Pub,Gateshead,United Kingdom,54.965474,-1.604935,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Gateshead.",Review,Long-established pub in Gateshead town centre.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/2/2d/The_Central%2C_public_house%2C_Gateshead_-_geograph.org.uk_-_3874172.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Central,Tyne & Wear,merged,open,"history lovers, couples, day trip",,Free,
The Crown Posada,Historic Pub,Newcastle upon Tyne,United Kingdom,54.969197,-1.608428,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Newcastle upon Tyne.",Review,"One of Newcastle's finest Victorian pubs, retaining magnificent original interiors.",Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/5/5d/Sign_for_the_Crown_Posada%2C_Side%2C_NE1_-_geograph.org.uk_-_4283190.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Crown Posada,Tyne & Wear,merged,open,"history lovers, couples, day trip",,Free,
The Cumberland Arms,Historic Pub,Newcastle upon Tyne,United Kingdom,54.975388,-1.589293,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Newcastle upon Tyne.",Review,"Traditional riverside pub overlooking the Ouseburn, popular for folk music.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/c/c7/Cumberland_Arms%2C_James_Place_Street_-_geograph.org.uk_-_2811433.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Cumberland Arms,Tyne & Wear,merged,open,"history lovers, couples, day trip",,Free,
The Blue Bell Inn,Historic Pub,Annan,United Kingdom,54.987146,-3.265172,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Annan.",Review,Historic Annan pub serving the town for generations.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/1/14/The_Blue_Bell_Inn%2C_Annan_-_geograph.org.uk_-_6366963.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Blue Bell Inn,Dumfries & Galloway,merged,open,"history lovers, couples, day trip",,Free,
Stags Head,Historic Pub,South Shields,United Kingdom,54.997316,-1.430771,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in South Shields.",Review,Traditional South Shields pub with Victorian character.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,,,Stags Head,Tyne & Wear,merged,open,"history lovers, couples, day trip",,Free,
Owens Bar,Historic Pub,Limavady,United Kingdom,55.052,-6.952114,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Limavady.",Review,Long-established family pub in Limavady.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/7/71/The_Corner_Bar%2C_Main_Street%2C_Limavady_-_geograph.org.uk_-_4391581.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Owens Bar,Northern Ireland,merged,open,"history lovers, couples, day trip",,Free,
The Globe Inn (High St),Historic Pub,Dumfries,United Kingdom,55.067304,-3.609634,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Dumfries.",Review,Historic coaching inn in the heart of Dumfries' old town.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/1/1d/The_Globe_Inn_-_geograph.org.uk_-_2925518.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Globe Inn (High St),Dumfries & Galloway,merged,open,"history lovers, couples, day trip",,Free,
Waverley Bar,Historic Pub,Dumfries,United Kingdom,55.071621,-3.60525,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Dumfries.",Review,Traditional Dumfries pub with a loyal local following.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,Waverley Bar,Dumfries & Galloway,merged,,"history lovers, couples, day trip",,Free,
The Deleval Arms,Historic Pub,Old Hartley,United Kingdom,55.075259,-1.465969,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Old Hartley.",Review,Historic village pub on the Northumberland coast.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/f/fe/The_Delaval_Arms%2C_Old_Hartley_-_geograph.org.uk_-_3499736.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Delaval Arms,Northumberland,merged,open,"history lovers, couples, day trip",,Free,
McCollams Pub,Historic Pub,Cushendall,United Kingdom,55.080385,-6.064754,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Cushendall.",Review,One of Cushendall's best-known traditional Irish pubs.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,J. McCollam,Northern Ireland,merged,,"history lovers, couples, day trip",,Free,
Mc Mullan's Central Bar,Historic Pub,Cushendall,United Kingdom,55.080548,-6.063713,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Cushendall.",Review,Historic family-run pub at the heart of Cushendall.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/c/c6/McMullan%27s_Central_Bar%2C_Cushendall_-_geograph.org.uk_-_7797136.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Mc Mullan's Central Bar,Northern Ireland,merged,open,"history lovers, couples, day trip",,Free,
Mary McBride's,Historic Pub,Cushendun,United Kingdom,55.125571,-6.042563,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Cushendun.",Review,"Beloved traditional pub established in 1892, famous for live Irish music.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,Mary McBride's,Northern Ireland,merged,no_osm_match,"history lovers, couples, day trip",,Free,
The Buck Hotel,Historic Pub,Langholm,United Kingdom,55.151673,-2.99949,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Langholm.",Review,Historic coaching hotel in the centre of Langholm.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/b/b9/Crown_Hotel%2C_Langholm_-_geograph.org.uk_-_4442140.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Buck Hotel,Dumfries & Galloway,merged,open,"history lovers, couples, day trip",,Free,
The House of McDonnell,Historic Pub,Ballycastle,Ireland,55.2,-6.253,"The House of McDonnell is a traditional Irish pub in Ballycastle, County Antrim, Northern Ireland.
Established in 1744, the pub is noted for the quality of the traditional Irish pub interior (Grade A listed), which has remained largely unchanged over the years (the last major refurbishment taking place in the mid-19th century).",Review,"One of Ireland's oldest pubs, dating from the 1700s and associated with the McDonnell clan.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/en/e/ed/HouseofMcDonnell.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,The House of McDonnell,County Antrim,merged,open,"history lovers, couples, day trip",,Free,
The Boyd Arms,Historic Pub,Ballycastle,United Kingdom,55.200902,-6.249927,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Ballycastle.",Review,Traditional Ballycastle pub close to the harbour.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/3/37/The_Boyd_Arms%2C_Ballycastle_%28geograph_1927464%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Boyd Arms,Northern Ireland,merged,open,"history lovers, couples, day trip",,Free,
The Bush House,Historic Pub,Bushmills,United Kingdom,55.205136,-6.523081,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Bushmills.",Review,"Historic Bushmills pub, a favourite with visitors to the Giant's Causeway.",Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/1/12/Bush_Country_Wools_-_geograph.org.uk_-_2022408.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Bush House,Northern Ireland,merged,open,"history lovers, couples, day trip",,Free,
The Harbour Bar,Historic Pub,Portrush,United Kingdom,55.207539,-6.658779,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Portrush.",Review,"One of Northern Ireland's most famous traditional pubs, overlooking Portrush Harbour.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/7/79/Portrush_old_harbour_-_geograph.org.uk_-_1373469.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Harbour Bar,Northern Ireland,merged,open,"history lovers, couples, day trip",,Free,
Schooner Inn,Historic Pub,Amble,United Kingdom,55.33533,-1.579608,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Amble.",Review,Traditional harbour pub in the fishing port of Amble.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/2/22/The_Harbour_Inn%2C_Amble_-_geograph.org.uk_-_3322333.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Schooner Inn,Northumberland,merged,open,"history lovers, couples, day trip",,Free,
Star Inn,Historic Pub,Netherton,United Kingdom,55.36316,-2.020506,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Netherton.",Review,Historic Northumberland inn on the edge of the Cheviot Hills.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/e/e6/The_Star_Inn%2C_Netherton_-_geograph.org.uk_-_5838874.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Star Inn,Northumberland,merged,,"history lovers, couples, day trip",,Free,
Red Lion,Historic Pub,Alnmouth,United Kingdom,55.388211,-1.612481,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Alnmouth.",Review,Traditional village inn overlooking the River Aln.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/e/ea/The_Red_Lion%2C_Alnmouth_-_geograph.org.uk_-_3031252.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Red Lion Inn,Northumberland,merged,open,"history lovers, couples, day trip",,Free,
The Bridge of Aln Hotel,Historic Pub,Whittingham,United Kingdom,55.403096,-1.861956,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Whittingham.",Review,Historic coaching hotel in the heart of rural Northumberland.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/e/e2/The_Bridge_of_Aln_Hotel_-_geograph.org.uk_-_5936645.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Bridge of Aln Hotel,Northumberland,merged,open,"history lovers, couples, day trip",,Free,
The Exchange Bar,Historic Pub,Hawick,United Kingdom,55.421026,-2.788737,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Hawick.",Review,"Long-established Borders pub at the heart of Hawick, a town famous for its Common Riding festival.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,The Exchange Bar,Borders,merged,open,"history lovers, couples, day trip",,Free,
The Market Inn,Historic Pub,Ayr,United Kingdom,55.455697,-4.625882,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Ayr.",Review,Traditional Ayr pub just a short walk from the birthplace of Robert Burns.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,Market Inn,Ayrshire & Arran,merged,open,"history lovers, couples, day trip",,Free,
The Ancrum Cross Keys,Historic Pub,Ancrum,United Kingdom,55.513913,-2.590526,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Ancrum.",Review,Historic coaching inn in one of the Scottish Borders' oldest villages.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/3/35/Ancrum_New_Church.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Ancrum Cross Keys,Borders,merged,open,"history lovers, couples, day trip",,Free,
The Crook Inn,Historic Pub,Tweedsmuir,United Kingdom,55.52092,-3.412016,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Tweedsmuir.",Review,"Legendary coaching inn dating from 1604, often cited as Scotland's oldest surviving inn and linked to Sir Walter Scott.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Garden_gate%2C_Crook_Inn_-_geograph.org.uk_-_6532000.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Crook Inn,Borders,merged,,"history lovers, couples, day trip",,Free,
The Old Ship Inn,Historic Pub,Seahouses,United Kingdom,55.582287,-1.652075,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Seahouses.",Review,"Historic harbour pub overlooking Seahouses, gateway to the Farne Islands.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/0/09/The_Olde_Ship_-_geograph.org.uk_-_2676106.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Olde Ship Inn,Northumberland,merged,open,"history lovers, couples, day trip",,Free,
The Fanny by Gaslight,Historic Pub,Kilmarnock,United Kingdom,55.611531,-4.49823,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Kilmarnock.",Review,"One of Ayrshire's most distinctive Victorian pubs, famous for its unusual name.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/3/3b/Fanny_by_Gaslight_-_Kilmarnock_-_geograph.org.uk_-_5987179.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Fanny by Gaslight,Ayrshire & Arran,merged,open,"history lovers, couples, day trip",,Free,
The Glue Pot,Historic Pub,Galashiels,United Kingdom,55.616111,-2.807065,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Galashiels.",Review,Long-established Galashiels pub with a loyal real ale following.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,The Glue Pot,Borders,merged,open,"history lovers, couples, day trip",,Free,
Hunters Hall,Historic Pub,Galashiels,United Kingdom,55.617769,-2.810322,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Galashiels.",Review,Historic coaching inn in the centre of Galashiels.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/5/53/%28Former_Unionist_Club%29%2C_Reivers_Pool_Hall%2C_69_High_Street.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Cafe Auberge,Borders,merged,open,"history lovers, couples, day trip",,Free,
The Bridge Inn,Historic Pub,Peebles,United Kingdom,55.651076,-3.192639,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Peebles.",Review,Traditional riverside inn overlooking the River Tweed.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Peebles%2C_Tweed_Bridge_-_geograph.org.uk_-_7923990.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Bridge Inn [Trust],Borders,merged,open,"history lovers, couples, day trip",,Free,
Neidpath Inn,Historic Pub,Peebles,United Kingdom,55.652029,-3.194496,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Peebles.",Review,"Named after nearby Neidpath Castle, one of Scotland's best-preserved medieval tower houses.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/8/8b/Sign_for_the_Neidpath_Inn_-_geograph.org.uk_-_1558543.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Neidpath Inn,Borders,merged,,"history lovers, couples, day trip",,Free,
Besom Inn,Historic Pub,Coldstream,United Kingdom,55.652042,-2.251058,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Coldstream.",Review,Historic Coldstream pub close to the English–Scottish border crossing.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/e/e1/Sign_for_the_Besom_Inn%2C_Coldstream_-_geograph.org.uk_-_5010079.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Besom,Borders,merged,open,"history lovers, couples, day trip",,Free,
Volunteer Arms,Historic Pub,Dalry,United Kingdom,55.708408,-4.721225,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Dalry.",Review,Traditional Ayrshire pub serving Dalry for generations.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,,,Volunteer Arms,Ayrshire & Arran,merged,,"history lovers, couples, day trip",,Free,
The Auldhouse Arms,Historic Pub,Auldhouse,United Kingdom,55.726635,-4.190679,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Auldhouse.",Review,Rural inn beside one of East Renfrewshire's oldest villages.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/8/82/Auldhouse%2C_South_Lanarkshire_-_geograph.org.uk_-_4041766.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Auldhouse Arms,Greater Glasgow & Clyde Valley,merged,,"history lovers, couples, day trip",,Free,
Old Thistle Inn,Historic Pub,Westruther,United Kingdom,55.742229,-2.585003,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Westruther.",Review,Traditional Borders inn in the conservation village of Westruther.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/e/e5/Old_Thistle_Inn%2C_Westruther_-_geograph.org.uk_-_5047201.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Old Thistle Inn,Borders,merged,open,"history lovers, couples, day trip",,Free,
The Village Tavern,Historic Pub,Larkhall,United Kingdom,55.742491,-3.976079,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Larkhall.",Review,Long-established local at the heart of Larkhall.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,Village Tavern,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
Tavern Bar,Historic Pub,Millport: Isle of Cumbrae,United Kingdom,55.753717,-4.922793,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Millport: Isle of Cumbrae.",Review,"Harbour-side pub on Great Cumbrae, overlooking the Firth of Clyde.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,Tavern,Ayrshire & Arran,merged,,"history lovers, couples, day trip",,Free,
